region_id,lineage_id,lineage_gap,lineage_reliability,effective_n,prior_events,source_party_names,weighted_gap,regional_distinctiveness,target_election_id
sido_11,party:민국당,0.00016892342068525786,0.5655068332687387,1.987782897196465,2,민국당,9.552734869664313e-05,0.10313025309658398,pres_2002
sido_11,party:민주공화당,-0.0002667290476585734,0.4,1.0,1,,-0.00010669161906342936,0.10313025309658398,pres_2002
sido_11,party:민주국민당,-0.026503138641480548,0.4,1.0,1,민주국민당,-0.01060125545659222,0.10313025309658398,pres_2002
sido_11,party:바른정치연합,-0.0005782828577684876,0.4,1.0,1,바른정치연합,-0.00023131314310739505,0.10313025309658398,pres_2002
sido_11,party:사회당,-0.005392263477212066,0.6061399722242753,2.8675944444491104,3,사회당,-0.003268466434303296,0.10313025309658398,pres_2002
sido_11,party:신정당,0.0044583048353583985,0.48449708594790714,1.89756559037556,2,신정당,0.002160035700998608,0.10313025309658398,pres_2002
sido_11,party:진보정당계,-0.031349059570865645,0.6613870486419768,3.811014720882709,4,진보정당계,-0.020733861987276347,0.10313025309658398,pres_2002
sido_11,party:청년진보당,0.028385425589903708,0.4,1.0,1,청년진보당,0.011354170235961483,0.10313025309658398,pres_2002
sido_11,party:친민당,-4.7251392302408913e-05,0.4,1.0,1,,-1.8900556920963568e-05,0.10313025309658398,pres_2002
sido_11,party:통일국민당,0.01838153952512872,0.4,1.0,1,통일국민당,0.007352615810051488,0.10313025309658398,pres_2002
sido_11,party:통일한국당,-0.001988352235787863,0.4,1.0,1,통일한국당,-0.0007953408943151452,0.10313025309658398,pres_2002
sido_11,party:한국미래연합,-0.00933957938509799,0.6025965891495662,2.857214116038608,3,한국미래연합,-0.005627998681551651,0.10313025309658398,pres_2002
sido_11,party:희망의한국신당,-0.005144880594976779,0.4,1.0,1,희망의한국신당,-0.002057952237990712,0.10313025309658398,pres_2002
sido_11,unresolved_third,-0.03321977984560631,0.2756568948144726,1.959706603806102,2,제3지대,-0.009157261358660235,0.10313025309658398,pres_2002
sido_26,chungcheong_regionalist,-0.08106959549183564,0.6623536766340221,4.447339245215949,6,자민련|자유민주연합,-0.05369674463725028,0.1955797939823957,pres_2002
sido_26,mainstream_conservative,0.26220209466047945,0.5582285227657762,5.308912522315913,8,국민의힘|신한국당|한나라당,0.14636868796841165,0.1955797939823957,pres_2002
sido_26,mainstream_liberal,-0.20418675049330287,0.5195076511799622,5.308912522315913,8,더불어민주당|새정치국민회의|새천년민주당|통합민주당,-0.10607657915084477,0.1955797939823957,pres_2002
sido_26,mainstream_progressive,-0.015473155746553816,0.4,1.0,1,민주노동당,-0.006189262298621527,0.1955797939823957,pres_2002
sido_26,party:21세기한독당,-0.00014371150481370397,0.4,1.0,1,,-5.748460192548159e-05,0.1955797939823957,pres_2002
sido_26,party:건설국민승리21,-0.0015846358551715146,0.4,1.0,1,건설국민승리21,-0.0006338543420686059,0.1955797939823957,pres_2002
sido_26,party:공화당,-0.00042668893824563385,0.563083655085807,1.957506064895198,2,공화당,-0.0002402615669320337,0.1955797939823957,pres_2002
